,text,env
85,"the loss from experience-related changes of 7,593 thousand euros (previous year: gain of 1,291 thousand euros) largely results from the significant decline in the actuarial rate as compared with the previous year.",0
86,"The company has identified further attractive growth areas, including special films for pharmaceutical applications and for the production of composite materials; this area should be expanded in the coming years.",0
87,of this Group Annual Report regarding this and the maximum limits on remuneration/the variable remuneration components recommended in section 4.2.3(2) of the German Corporate Governance Code.,0
88,"The Board, at its regular meetings, undertakes reviews of key investment and financial data, revenue projections and expenses, analyses of asset allocation, transactions and performance comparisons, share price and net asset value performance, gearing, marketing and shareholder communication strategies, the risks associated with pursuing the investment strategy and industry issues.",0
89,"During these video and telephone conference meetings, an assessment was made of audit risk and strategy, the findings reported to the Group audit team were discussed in more detail, key working papers were inspected and any further work required by the Group audit team was then performed by the component auditor.",0
90,"The parties agree that the purchase for the shares corresponds to their market value which will be calculated on the basis of the following formula: 5.1% of the average net annual basic rent paid for the lease object in the years 2008 – 2012 (or in the 5 years preceding the year in which the purchase or sales option was executed, if not executed in the year 2013) (inclusive) x 4.2.",0
91,"Social responsibilities We recognise that Numis should take account of the needs of society, its community and the environment and maintain high ethical standards.",1
92,Restricted Stock Unit (RSU) 2017 Plan The Board approved this plan on 7 November 2017.,0
93,"Therefore, revenues and earnings will be well up on the previous year.",0
94,Life technical margin (2) in 2013 was 7.3% compared to 7.7% in 2012 and 8.1% in 2011 (3) .,0
95,"To ensure a seamless complaint and feedback process, the Bank has provided various communication channels for customers.",0
96,The balance of income and expenses allocated to the insurance business and shown in the technical statement of income.,0
97,"In line with the growth in premiums, Swiss Life improved its operating expense ratio, thanks in particular to efficiency improvements which will be continued into 2010.",0
98,"In accordance with the Group’s values , one of the policy’s objectives (beyond retaining employees and rewarding performance) is to discourage excessive risk-taking.",0
99,This development offers additional growth potential for duagon in its role as a “complexity manager”.,0
100,"The focus on financial risk, risk exposures, risk management and strategic risk issues brings a renewed rigour to these areas at a time of uncertain markets and has afforded additional time by each Committee to opine on these important issues and agree risk mitigants and appropriate strategies.",0
101,the Company’s auditors were unaware; and n that Director has taken all steps a Director ought to have taken as a Director to make himself aware of any relevant audit information and to establish that the Company’s auditors are aware of that information.,0
102,"M&GGPS is in a net economic surplus position but in deficit on an IAS 19 basis as the pension scheme has investments in insurance policies issued by Prudential Pensions Limited, a subsidiary of the Group, through which it invests in certain pooled funds.",0
103,CDs and T-bills maturing in more than 12 months from date of purchase are included in “other loans maturing in more than one year”.,0
104,"REGISTRATION DOCUMENT 2018 In October 2016, Tikehau Capital announced a draft agreement to total of about €700 million in assets under management.",0
105,Fees are accrued monthly and charged when the work has been completed.,0
106,Certain financial assets with embedded derivatives which otherwise would have to be separated.,0
107,As part of this process we understood our impact linked to home working as a new material source of carbon emissions.,1
108,"Please refer to our Basis of Reporting for further detail on our methodology, which can be found on our website.",0
109,"In addition, each Director and committee has access to the advice of the Company Secretary, Doug Allison.",0
110,"2013 2012 £’000 £’000 Wages and salaries 29,645 20,122 Social security costs 5,396 3,425 Compensation for loss of office 251 296 Other pension costs (see note 27d) 1,386 1,149 Share based payments 4,494 5,591 41,172 30,583 The share based payment award costs shown above include an amount of £4,099,000 (2012: £5,205,000) in respect of share-based payment transactions which are accounted for as equity-settled awards.",0
111,"Workflows, internal control processes and escalation protocols designed to achieve predictable outcomes.",0
112,"This mechanism, which is associated with closed-end funds, usually takes the form of securities (shares) subscribed for by the beneficiaries when the fund is set up, and confers the right to a remuneration should certain performance thresholds be exceeded when the fund is liquidated.",0
113,"Outlook Your Company’s portfolio (including irrevocable commitments) is now 62% invested in private (non- listed) assets, with an additional investment of some 11% in illiquid publicly listed assets which are intended to be held to maturity.",0
114,Net profit in 2020 fell by 13% from the previous year to CHF 1.05 billion.,0
115,The Strategic Report aims to provide Shareholders with the information to assess how the Directors have performed their duty to promote the success of the Company during the year under review.,0
116,Fidelity Bank therefore appreciates any feedback or complaints from customers and ensures timely resolution and process/product improvement.,0
117,"interest rate 0% – 1,99% Unlisted bond funds 2 34 46 NAV method 3 n. a. n. a.",0
118,"The Financial Plan for DWS Group, which had earlier been approved by the Executive Board, was reviewed.",0
119,Short-term changes therefore ordinarily do not convey a true picture of the success of an investment.,0
120,Transactions between DWS KGaA and its subsidiaries meet the definition of related party transactions.,0
121,"Nevertheless, it increased in 2016/2017: two of our new investments were not en tered into in euro terms.",0
122,"GROUP COMPANy 2010 2009 2010 2009 £ £ £ £ Cash at bank and in hand 291,869 309,642 6,661 284,557 Short term bank deposits - 2,207,250 - 2,207,250 291,869 2,516,892 6,661 2,491,807 23.",0
123,"Further, it addressed service fees charged by Deutsche Bank AG and the governance framework set out in the by Master Service Agreement, as well as tax-related topics.",0
124,"Total mandated AUM/NUM 1,539 10,265 11,804 Fiduciary Management Sales included 17 new mandate wins during the year and £274m of contributions from scheme sponsors from existing clients.",0
125,"income and local tax rules - i.e. unlimited carry forward in France, 20 years carry forward period in the United States and 7 years carry forward period in Switzerland.",0
126,"Valuation of the With-Profits Fund’s liabilities The policyholder liabilities for the Group’s With-Profits Fund are measured under FRS 27 Life Assurance, which requires the use of the realistic value of liabilities.",0
127,"Romaco benefits from growth drivers in the pharmaceutical market, such as a growing global population, an aging population in industrialised nations, and rising prosperity in emerging countries.",0
128,"both the management of conflicts of interest, which includes the representatives of PSG on the Board, as well as the flow of information concerning the Group to such persons.",0
129,The One Voice survey is supplemented by “Pulse” engagement surveys which give a snapshot of sentiment from a sample group of colleagues.,0
130,"When taking out residual debt insurance, the cap would be set at 2.5% of the insured loan amount.",0
131,"Post-acquisition, PPMSA is presented within fee-based revenues and operating expenses, with non-controlling interests removed to arrive at adjusted operating profit before tax.",0
132,"The stake in GHS was acquired in August 2015, however, the requirement to account for GHS as an associate arose with effect from 23 November 2015, the date of the acquisition of Aitchesse Limited, from which date the Company ceased being an investing company and became an operating company which resulted in a reassessment of the accounting for all such equity investments.",0
133,"Fiona Clutterbuck took the role of Interim Chair in early 2021 and, at the same time, Clare Thompson took on Senior Independent Director (SID) duties.",0
134,"The GHA is directly accountable to the Audit Committee and has unfettered access to both the Chairs of the Committee and the Board, as required, as well as Executive Management.",0
135,DBG Advisors Expansion GmbH & Co. KG is the sole general partner of DBAG Expansion Capital Fund Konzern GmbH & Co. KG.,0
136,Others (1) Total as of 31 December 2017Company Subsidiaries TOTAL Company Subsidiaries TOTAL Certification of accounts (excl.,0
137,"The main write-downs were those companies which, whilst still growing during the period, saw expansion at lower levels than anticipated.",0
138,"With effect from 31 December 2018, the segregated account entered into an agreement with a non-Group life insurance company to acquire a reinsurance portfolio which is partially retroceded.",0
139,11 Money is playing an important roles in our lives: for society and for each and every human being.,1
140,"Board of management 20 Sept. 2016 purchase 5,000 29.65 At 30 September 2016, the members of the Board of management held a total of 39,613 no-par value shares and members of the Supervisory Board a total of 4,000 no-par value shares, or less than one percent of the subscribed capital of deutsche Beteiligungs AG.",0
141,"In 2013, SCOR Global Life’s gross written premiums increased by 11.1% to EUR 5,405 million compared to EUR 4,864 million in 2012 (EUR 3,620 million in 2011).",0
142,Details of the dividends paid on the ordinary shares by the Company are provided in Note 11 of the Group financial statements.,0
143,All of the above mentioned companies are included in the consolidated financial statements of the Group.,0
144,"Given Elements requirement for capital for ongoing exploration and development projects, it is unlikely that the Group will pay dividend on a regular basis, although this situation may change if one or more projects are realised for sale or a partnership is entered into.",0
145,The Group and Company monitor their levels of working capital to ensure that they can meet debt repayments as they fall due.,0
146,The Federal Reserve Bank (Fed) supported economic activity by lowering its policy rate three times in 2019.,0
147,The portfolio of investments made takes the form of distributions made by the vehicles.,0
148,"Beyond the negative, even catastrophic, consequences of climate change, the energy transition also creates a significant investment opportunity.",1
149,There are no performance conditions associated with the plan.,0
150,"in addition, there are risk administrators at the next management level below the board of Management; the Managing directors in charge of the individual corporate departments support the risk Manager in identifying and assessing risk in their areas of responsibility.",0
151,"a n n u a l R e p o R t 2 0 1 5 / 2 0 1 6 1 4 5 f in a n c ia l s t a t e m e n t s interest rate sensitivity in relation to the portfolio companies valued by the discounted cash flow method, an increase/decrease of 100 basis points in the reference interest rate would result in a decrease/increase in net income for the year and in the equity of the dBaG Group of 1,394 thousand euros (previous year: 1,914 thousand euros).",0
152,"We aim to advise more ambitious companies which themselves are disrupting their sectors for the better, to execute more deals that are particularly interesting, to back more fantastic management teams.",0
153,These various contracts have enabled the Company to gain market shares in a number of different sectors.,0
154,"This deployment strategy will reinforce the generation of recurring management fees and performance-related revenue, and will benefit from the resulting size effect.",0
155,"The groups have continued to concentrate on the updated CA100+ Benchmark, and to keep pressure on the companies’ disclosure weaknesses.",1
156,"O. The Board should establish procedures to manage risk, oversee the internal control framework, and determine the nature and extent of the principal risks the Company is willing to take in order to achieve its long-term strategic objectives.",0
157,"Financial assetsNote 2. (a) Change in the presentation of the financial statements In order to provide more consistent and more relevant financial information, the Company has decided to reclassify reversals of provisions on financial assets into net non-recurring income, effective from 1 January 2018, so as to directly show the net capital gain or loss made before tax.",0
158,Drop in outstanding capital commitments after amounts called for new investments in the financial year 2016/2017 (DBAG Fund VII: more than 20 percent of the committed capital called in less than a year).,0
159,"Declaration by the Person responsible for the Registration Document and for the annual financial report “We hereby declare, after having taken all reasonable care to ensure that such is the case, that the information contained in this Registration Document is, to our knowledge, in accordance with the facts and contains no omission likely to affect its import.",0
160,"At 31 December 138 235 Regulatory provisions in relation to annuity sales practices PAC had agreed with the Financial Conduct Authority (FCA) to review annuities sold without advice after 1 July 2008 to its contract-based defined contribution pension customers, and this review is now complete.",0
161,"The successful delivery of the transformation activities in the short-term is key to the success of our strategy, and the Remuneration Committee therefore felt it appropriate for restructuring costs to be included for determining the short-term incentive outcomes.",0
162,"The company’s product portfolio ranges from precision single parts to complex modules and systems, for example for the automotive supplier industry, for sports shoe production and for other selected industries.",0
163,"our assumptions are subject to risks and uncertainties, and actual results may vary materially.",0
164,"The Talanx Group has been indirectly involved in infrastructure projects for some time via funds and has also participated directly in selected projects since the beginning of 2014, providing both equity and debt.",0
165,We challenged management in relation to the selection of assumptions to assess if there are indications of management basis.,0
166,"- Notes to the consolidated financial statements, Note 2 – Segment information for an analysis of principal cash flow statement items.",0
167,"Over the course of the year, the change in the fair value of the derivative lifted earnings by EUR 6 (7) million.",0
168,Economic empowerment We know that many social and structural factors can make it very difficult to save and plan for the future.,0
169," Inputs other than quoted prices included within level 1 that are observable for the asset or liability, either directly (that is, as prices) or indirectly (that is, derived from prices) (level 2).",0
170,"If the awards are accelerated, they will be subject to pro-ration and an assessment of the extent to which the performance conditions have been achieved.",0
171,"1 Basis of preparation and significant accounting policies continued 194 | M&G plc Annual Report and Accounts 2021 1.5.29 Property, plant and equipment (PPE) PPE includes Group occupied properties and other tangible assets, such as computer equipment, motor vehicles, leasehold improvements and fixtures and fittings.",0
172,"When needed, recommendations are given to underwriters and local management.",0
173,"The balance sheet item cash and bank balances of € 2,086 million (2018: € 2,310 million) comprises time deposits of € 99 million (2018: € 124 million), bank balances on demand of € 1,987 million (2018: € 2,186 million) and cash of € 0 million (2018: € 0 million).",0
174,Provisions are discounted and represent the present value of the expected expenditure where the effect of the time value of money is material.,0
175,Equity method accounting ends when the Group ceases to have significant influence or joint control.,0
176, SCOR Global P&C Underwriting Management and Retrocession Department establishes and implements the external retrocession plan for P&C activities.,0
177,Further details are set out in the Notes to the Accounts.,0
178,The outlook for the UK and global economies continues to be the key risk affecting your Company.,0
179,"Our strategy will target growth in specific product lines and regions, especially Asia.",0
180,"The market capitalisation rate has been determined by reference to actual market transactions for properties in that region, with adjustment made to reflect the particular characteristics of that property.",0
181,"Of the remainder, EUR 7.3 (6.0) billion was attributable to institutional third-party clients and EUR 7.7 (6.4) billion to the retail business.",0
182,"(b) Other regulations applicable to Asset Management activity The impact of MIFID II When an Asset Management company is authorised to provide investment services (investment advice and/or portfolio management on behalf of third parties), it is required to apply the rules resulting from the transposition of MIFID II applicable to investment services, including “distributor rules”.",0
183,"The degree of smoothing is illustrated numerically in the following table, which allows comparison of the relatively “smoothed” level of policyholder bonuses declared as part of the surplus for distribution with the more volatile movement in investment return and other items of income and expenditure of the WPSF.",0
184,The Bank ensures that all properties and chattels pledged as collateral are properly and adequately insured with the Bank’s interest duly noted as first loss beneficiary.,0
185,Allocation date: 4 July 2018 Unit value of the share on the allocation date: €24.30 corresponding to the share price on 4 July 2018 (€27.00) to which a 10% discount was applied to take into account the absence of dividend rights over the vesting period.,0
186,"HEREBY GIVEN that the 27th Annual General Meeting of Fidelity Bank Plc will be held at the Grand Banquet Hall, Civic Centre, Ozumba Mbadiwe Road, Victoria Island, Lagos State on Thursday, the 7th day of May, 2015 at 11.00 a.m.",0
187,"The Controller function sets the reporting timetables, performs the consolidation and aggregation processes, effects the elimination entries for inter and intra group activities, controls the period end and adjustment processes and compiles the Group financial statements.",0
188,COMPARABIL ITY WITH THE PREVIOUS YEAR 85 .,0
189,The Committee considers at each meeting an agenda that is risk based and focused on the key and emerging risks impacting our business.,0
190,"These assets are included in the analysis presented however, as the investment risk is borne by the unit-linked policyholders, there is no impact on IFRS profit after tax and shareholders’ equity.",0
191,There are no associated companies or minority interests within the Group.,0
192,The other indices have only reported performance of between 4.0 and 7.5 percent.,0
193,"It runs in our DNA to keep our promises and make a positive impact in our host communities, as demonstrated by our Corporate Social Responsibility initiatives.",1
194,"Fund size (as at 31 December 2018) €235 million In 2013, Tikehau IM was selected as the result of a tender launched by the Caisse des Dépôts et Consignations (CDC), the French Insurance Federation (FFA) and 27 institutional investors to manage a fonds de prêts à l’économie (“FPE”, economic development loan fund) intended for SMEs and intermediate-sized companies.",0
195,"The Group has asked for a reconsideration of such revocation and argued that the five-year term of the ECC should not be deemed expired as the time period were the ECC was revoked by the government, and subsequently the Group was prevented from fully implementing the Mindoro Nickel Project, should not be counted towards the expiry of the ECC.",0
196,"REGISTRATION DOCUMENT 2018 The Group intends to develop its Asset Management platforms (Tikehau IM, Sofidy, ACE Management, Tikehau Capital Europe, IREIT Global Group, and Credit.fr) by setting up and recruiting talented teams.",0
197,"without the funds at its side, dbag’s opportunities to make its own investments would also be limited.",0
198,We assessed the different components of the discount rate on a portfolio level.,0
199,Vesting usually continues after termination of employment in cases such as redundancy or retirement.,0
200,"companies are selected for the peer group that are comparable with the investee business to be valued as to their business model, the geographical focus of their operations as well as their size.",0
201,It enjoys excellent road access and meets “last mile logistics” criteria.,0
202,3 Segmental analysis The Group’s operating segments are defined and presented in accordance with IFRS 8: Operating Segments on the basis of the Group’s management reporting structure and its financial management information.,0
203,"Some companies’ emissions declined in 2020 as a result of reduced operational activity due to COVID-19, which may result in these companies appearing to make more progress towards a lower temperature alignment than would otherwise have been expected.",1
204,"furthermore, the funding for the polytech investment was called prior to the period end at the expense of outstanding capital commitments and the financial resources of dbag.",0
205,the comparability between the twelve-month reporting period and the previous year is therefore limited.,0
206,Swiss Life insures people and does not wish to exclude them from any relevant insurance cover because their employer falls short in terms of sustainability.,1
207,"this is either due to cyclical influences in a very specific market or a delay – not uncommon to the project business – in the placement of orders, which, in turn, entails a delay in income contributions.",0
208,180 homes at The Mill near Cardiff city centre – let through a combination of market rent and discounted or social rent.,0
209,The Head of Human Capital Management is responsible for ensuring that a copy of the Policy is available to each Fidelity employee via the Bank’s intranet while the Chief Internal Auditor ensures compliance.,0
210,The Board carried out a skills audit during the year and will continue to do so on an annual basis concurrently with the Board evaluation.,0
211,Tikehau Capital General Partner is wholly-owned by Tikehau Capital Advisors.,0
212,I was honoured to take over as Chairman in what has been a very challenging year for the Company.,0
213,"Key reasons for these changes include the loss amount, the payout duration and the loss adjustment costs.",0
214,British Empire Trust plc Annual Report 2015 66 NOTES TO THE FINANCIAL STATEMENTS continued 18.,0
215,"1,558,808 The amounts recognised at acquisition date in respect of trade receivables acquired in the business combination approximate their fair value.",0
216,"Under this agreement, following completion of the acquisition of the company Sofidy, your company disbursed €212,630,522.36 over the 2018 financial year, made up of the price for acquisition of the shares of the company Sofidy of €210,143,362.50 and costs relating to this acquisition of €2,487,159.86.",0
217,"The eligible person who retired from Company is entitled to additional benefits under this pension plan if he or she complies with the terms and conditions of the additional pension plan on the date of his or her departure, including a seniority of at least five years at the time of departure and obtaining the implementation of his or her pension benefits under the mandatory pension plans.",0
218,The investor’s share in the associate’s profits and losses resulting from these transactions is eliminated against the carrying value of the associate.,0
219,"43Talanx GroupAnnual Report 2019 At the end of the year, the interest rate for ten-year German government bonds was around –0.19%, down approx.",0
220,"However, a unanimous vote is required to increase liabilities of shareholders.",0
221,They are also responsible for safeguarding the assets of the Company and hence for taking reasonable steps for the prevention and detection of fraud and other irregularities.,0
222,"In our estimation, there are currently no recognisable individual or cumulative risks that would endanger the continuity of DBAG or the Group as a going concern.",0
223,"It reviews the detailed components of market, credit and liquidity risk exposures of the business to ensure that such risks are monitored and assessed appropriately.",0
224,"We also challenged Group management’s assumptions of terminal value, void periods and assumptions of the renewal rents by comparing them with economic and industry forecasts.",0
225,The companies risk classification and internal controls related to the identification of loans with a heightened credit risk is central for the valuation of loans to customers.,0
226,"Furthermore, the risk department analyses all dealers with a potential risk on a monthly basis.",0
227,He joined General Electric Company (GE) in 1995 as a finance trainee in London.,0
228,"For example, it is conceivable that policyholders whose health has deteriorated significantly will be less inclined to terminate contracts insuring disability or death benefits than those policyholders remaining in good health, thus contributing to an increasing trend in the expected mortality of policyholders, as the portfolio of insurance contracts is reduced due to surrender.",0
229,"For instruments where fair value is determined from valuation models, the assumptions and techniques used within the models are independently validated by an independent specialist model validation group.",0
230,"For the period from the 2020 Annual General Meeting to the 2021 Annual General Meeting, the General Meeting of Shareholders of 28 April 2020 approved a maximum amount of fixed compensation for the Board of Directors totalling CHF 3 200 000.",0
231,"Furthermore, in May and November of each year, it publishes specific details on the previous quarter.",0
232,"These calculations were performed individually and plan by plan, and rounded up to the nearest unit.",0
233,Performed a retrospective test over the NAV valuations for each fund to assess if the fund valuations reported in the audited financial statements in the prior year were materially consistent with the NAV valuation statements available at the time.,0
234,Swiss Life anticipates the rapid change in the world of work by offering varied and targeted training and development opportunities to update the professional and methodological skills of its employees.,0
235,"(as information provider, mainly making available market offers or valuations of instruments) and Markit®, as credit data provider, mainly for liquid loans.",0
236,"The amendments clarify, among other things, that disclosures in the notes are only specifically required if the information is material.",0
237,"Lastly, the Group has introduced a series of presentations called “Tikehau 360°” essentially calling on high-level external stakeholders from all walks of life to broaden the perspectives of their employees and enrich their general culture.",0
238,"Alongside this, both asset owner and asset manager will begin implementing our policy to phase out of thermal coal investment.",1
239,The change in fair value of -585 thousand euros (previous year: 126 thousand euros) is recognised in the consolidated statement of comprehensive income in “Unrealised gains/ (losses) on available-for-sale securities”.,0
240,We expect sustainability and sustainable investments to become the driving force behind successful asset management over the coming years.,1
241,"It reports regularly, promptly and comprehensively to the Supervisory Board on business developments, the Company’s financial position and results of operations, planning and goal achievement, and on current opportunities and risks.",0
242,Refer to Note 20 for additional disclosure about level 3 instruments.,0
243,"Deferred tax assets and liabilities are assessed at the tax rate applicable in the fiscal year in which the asset will be realized or the liability settled, based on the tax rates (and tax regulations) that have been enacted or substantially enacted at the balance sheet date.",0
244,"Thus, actual losses and policy benefits may deviate, perhaps significantly, from estimates of reserves reflected in the Group’s consolidated financial statements.",0
245,Valuation changes are recognised directly in the consolidated statement of comprehensive income.,0
246,"Further, we draw attention to the fact that half of the share capital and the legal reserves is no longer covered (article 725 para.",0
247," SCOR SE,  SCOR Global P&C SE,  SCOR Global Life SE,  SCOR Auber,  GIE Informatique,  SCOR Global Life Deutschland (branch),  SCOR Global P&C Deutschland (branch),  SCOR Rückversicherung AG,  SCOR Global Life Rappresentaza generale per l’Italia (branch)  SCOR Global P&C Rappresentaza generale per l’Italia (branch)  SCOR Global Life Iberica Sucursal (branch),  SCOR Global P&C Iberica Sucursal (branch),  SCOR Global Life Reinsurance UK Ltd (which became SCOR Global Life SE UK Branch) (branch),  SCOR Global Life Reinsurance Services UK Ltd,  SCOR Global Life Reinsurance Ireland Ltd,  SCOR Global P&C Ireland Ltd.",0
248,Our response during 2021 included launching a new app that makes it easier for our people to access learning tools – from anywhere and at any time.,0
1896,"In addition, we partner with the most estab- lished fund managers, fast-growing funds and select startups, blending traditional prime brokerage services with innovative financing solutions and comprehensive capital and consulting advisory services, to help funds build durable organizations across their lifecycle.",0
2138,"Currently, there are no licenced facilities in Canada for the permanent disposal of used nuclear fuel or L&ILW.",1
2720,La Poste SA's trajectory was SBTi-certified in 2019.,1
2349,"These may have a material adverse effect on the market prices of certain vehicle types in certain jurisdictions, which in turn could have a material adverse effect on our business, financial condition and results of operations.",0
2977,These factors impact the economic and social system as well as the relative insurance needs.,0
3043,"Optimising our repair network Direct Line Group Auto Services has been operating since 1995 and has grown to 21 sites covering most major UK cities, repairing around 90,000 accident-damaged cars each year.",0
1740,This title elicited a fantastic response from consumers worldwide.,0
2528,Engage- ment makes it possible to share the results of the quanti- tative and qualitative assessments included in the fund methodology with investee companies too.,0
2765,"Over the last few years, we have witnessed a continued increase in the number and severity of weather events.",1
470,"53 respectively, through ASE Cultural and Educational Foundation to fund various environmental projects, and our board of directors have resolved in a resolution in January 2018 to contribute NT$100.0 million (US$3.4 million) through ASE Cultural and Educational Foundation in environmental projects in 2018.",1
2923,adidas is the only sports brand that rewards both physical and purchasing activity through membership points.,0
3266,"In September 2020, volunteers from Eurobank Bulgaria continued with the transformation of a forest path in the area of Zlatnite Mostove (Golden Bridges) in Vitosha Nature Park.",1
2457,"For the Medium-Term Management Plan period from fiscal 2017 to fiscal 2020, we have set a quantitative target for ESG-themed investments and finance of ¥700 billion and are actively working to achieve this target.",1
973,"Climate change may also cause operational or hazard risk related to exceptional weather events such as more severe storms, floods and draughts resulting in e.g. unpredictable wood harvesting conditions and hydro power availability.",1
2671,The detailed methodologies underpinning the joint MDB approach to alignment with the Paris Agreement are currently under development and are being tested to support the assessment of alignment at a project level.,1
2472,This now accounts for 13% of total assets under allocation for Wealthify and growing.,0
1195,Maintaining risk awareness in the organisation is engrained in Nordea’s busi- ness strategies.,0
1775,"Risks are identified, assessed and prioritised using a common methodology.",0
617,"Among our initiatives, we are starting to integrate an innovative new hydrogen-based technology to enable our cement kilns to increase their use of alternative fuels by optimizing their combustion process, while lowering their consumption of fossil fuels and reducing their CO2 emissions.",1
3016,"In line with 2018, the process adopted to define the 2019 matrix of materiality involved interviews with the top management of Atlantia and its main subsidiaries, as well as the use of the Datamaran platform to examine the external perspective and context, through an automated analysis of the multitude of information available from public sources, including company reports, regulations, voluntary initiatives, news and social media The resulting matrix of materiality was submitted to the Atlantia Control, Risk and Corporate Governance Committee during the session held on 14 April 2020 and to the Board of Directors of Atlantia during the meeting held on 17 April 2020, was was approved by the latter together with this Report.",0
2392,Completion of the modernization of the power section of EW Gałąźnia Mała with a capacity of 4.25 MW in September 2019.,0
1734,"JetBlue is also proactively establishing its own pilot talent pipeline, making it easier for those interested in JetBlue to receive the necessary training to become JetBlue pilots.",0
301,[5] Location-based emissions.,1
619,"Launched by Bill Gates during the Conference of the Parties - Climate Change 21 conference, the coalition combines innovative re- search funded by public-private partnerships; - BNP Paribas helped draft the Charter for Engagement 'Women leading climate action', of the Women's Forum, a charter that has now been signed by nearly 400 corporations, opinion leaders and other organisations.",1
1519,"[In addition to third - party funds , Kempen Asset Management also manages
 our private banking discretionary management mandates and Evi Beleggen
 products , amounting to total assets under management of € 10.9 billion
 at the end of 2017 ( this amount of € 10.9 billion is not included in
 Asset Management ’s total AuM of € 45.5 billion ) .]",0
1927,Effectively managing each risk type supports preventing adverse reputation outcomes.,0
968,"[In response to this challenge , BBVA is working on the launch of specific
 training itineraries in Sustainability , divided into three levels which
 have been selected with a focus on the two dimensions of the new
 sustainability strategy : climate action and inclusive growth .]",1
3284,"The Company’s site assessments revealed that 34, or 23%, of its Properties contain asbestos-containing materials and that historical operations at or near some of its Properties, including the operation of underground storage tanks, may have caused soil or groundwater contamination.",1
2937,The € 500 million bond has a term of eight years and a coupon of 0.00%.,0
699,"[Greenhouse gas Mitigation Measures Our five year Greenhouse gas
 mitigation plan consists of three key elements - Energy Efficiency (
 Reduce ) , Renewable Energy ( RE ) Purchase ( Replace ) and Travel
 Substitution ( Reduce and Replace ) ; of this , RE procurement will
 contribute the maximum , 80 % share to Greenhouse gas emission mitigation
 strategy for Scope 1 and 2 .]",1
3159,"During the 2000 period, Core Communities received a cash payment of $8.5 million relating to a receivable from a public municipality providing water and wastewater services to St. Lucie West, resulting in a $4.3 million gain.",1
3004,"FY18 non- GAAP diluted earnings per share grew 9 percent on a comparable basis, or 10 percent on a comparable, constant currency basis.",0
1514,"The wholesale banking sector is a mature, highly competitive market with competition arising from banks, large global investment firms, and independent niche dealers.",0
370,"Through the Climate Action 100+ initiative, VicSuper is engaging with investee companies to reduce emissions in line with the goals of the Paris Agreement, and to strengthen governance practices and financial reporting on climate change.",1
2141,"[BBVA is focusing on increasing its activity in telecommunications
 infrastructures , given the social importance they have as facilitators
 of access to new technologies ( ' narrowing the digital divide ' ) ,
 digitization and contribution to economic development : ADAMO :
 Acquisition by the Swedish fund EQT of the fastest growing independent
 fiber supplier in Spain , whose main focus is rural communities .]",0
1117,We calculate carbon intensity from IEA’s projected generation mix and carbon emissions through 2030.,1
2147,"We assess the regulatory approval process and where the particular product stands in relation to that approval process, including any known safety or efficacy concerns, potential labeling restrictions and other impediments to approval.",0
175,The goal is to reduce Scope 1 and 2 greenhouse-gas emissions by 20% by 2025 from a 2018 base year.,1
3108,"This started years ago with the separation of property assets from fi nancial and retail companies, and has continued to occur with power plants being separated from industrial companies, timber assets from forest product manufacturers, and port terminals from shipping companies.",1
2972,"The project was set up by the Wildlife Conservation Society, the government of Madagascar and other partners that worked closely with the local communities living in the Makira plateau in north-eastern Madagascar.",1
2294,"Unfortunately, this progress has come at a cost.",0
1207,You should not place undue reliance on these statements.,0
2759,"Loss or impairment of key manufacturing sites, inability to procure sufficient raw materials, disruption to transportation of raw materials or finished goods, etc. as result of an extreme weather event could disrupt our operations if the response to such an event is not effectively managed and remedied.",1
245,"The Group and its customers are exposed to climate related events, including climate change.",1
2570,"As a founding member of the Australian Business Roundtable for Disaster Resilience & Safer Communities, IAG works collaboratively with governments to effect change in public policy, increase investment aimed at building safer and more resilient communities and working to improve the capacity of people and businesses to better withstand future natural disasters.",1
1028,"The current model for financing renewables is an example of inefficient distribution of effort, since, even though the electricity sector accounts for only around 25% of energy consumption, it is the electricity consumers who bear most of these costs (more than 80% in Portugal and Spain).",1
1238,And the best way to attract the right talent is by continuously developing new business runways and fostering a culture of innovation that will attract like-minded people.,0
1169,Climate-related risks and opportunities can be found in the respec- tive categories of the risk and opportunity report according to their cause.,1
752,"On top of this, we issued our first green bond for €1,000 million as a starting point for a global plan on sustainable emissions.",1
1368,"Thus, there is a very gradual deceleration towards more sustainable growth rates.",0
325,"In total, the Fund has divested from equities and corpo- rate bonds in 79 companies as a result of financial climate risks.",1
1049,Assess climate change scenarios of key material risks.,1
3195,"In addition, on an annual basis, subject to then-applicable high water marks, HPS receives a base performance fee equal to 10% of the income generated on the non-investment grade portfolio, and is eligible to earn an additional performance fee equal to 25% of any such investment income in excess of a net 10% return to us after deduction for paid and accrued management fees and base performance fees, with the total performance fees not to exceed 17.5% of the Income (as defined in the investment management agreements relating to Watford Re, WICE and Watford Trust) or Aggregate Income (as defined in the investment management agreements relating to WSIC and WIC), as applicable.",1
3088,This demonstrates the resilience of the Group’s strategy to such a scenario.,0
2677,"In some cases, these have replaced former targets.",0
745,See more on the Sustainability website.,1
2429,"These risks incorporate policy and legal risk, technology risk, market risk and reputation risk.",0
3072,"Our risk and opportunity identification process is however not only limited to external risk factors or opportunities, it also includes an internal perspective that considers company culture, processes, projects, human resources and compliance aspects.",0
