,text,soc
186,"We have committed to clear targets on inclusion and diversity and inclusion related to gender, culture and pay gap.",1
187,"The pandemic is also reinforcing the fact that companies succeed best when they are truly part of society, when they are driven by their purpose; a purpose that is sustained by the profit we make and our returns to you, our shareholders.",0
188,"The latest Hampton-Alexander Report, published in February Company PLC as one of the top 10 best performers in the FTSE 100 for representation of women on the combined executive committee and their direct reports.",1
189,"Amongst other things, its level depends on the number of participants in the plan, the amount of salary and the age structure of the participants.",0
190,"As society evolves, the number of adults who don’t drink alcohol or who wish to reduce their alcohol consumption continues to grow in markets around the world.",0
191,"Integration of the customer-facing aspects of our strategy with our production of biofuels, hydrogen, liquefied natural gas (LNG) and electricity also helps to provide security of supply and access to higher margins in a potentially supply-constrained faster transition.",0
192,"Vermont US Attorney Investigation In April Investigative Demand from the US Attorney’s Office in Vermont and the Department of Justice, Civil Division, seeking documents and information relating to Company’s relationships with electronic health-record vendors.",0
193,"and meals allowance; For Yariv Dafna include relocation related payments including housing, and schooling, and one-off costs in association with his move from Israel to the UK (£259,000) as well as car allowance and health, disability and life insurance; (£49,000).",0
194,"Inspired by HEI-Life, a number of local best practices have been shared through the HEI-Life community, fostering a culture where people openly discuss and address well-being while embracing enjoyment of life.",1
195,We aspire to be the employer of choice for existing and future talent seeking a purpose and value-driven organisation that provides a world of opportunities in one global company.,0
196,"from members of the workforce with diversity in representation of seniority, tenure with Company, business sector and geographic location to promote balance across the full range of Company’s activities.",1
197,"and South Africa Committed to net-zero emissions by 2025 and already powering our offices and centers globally with 50% renewable electricity 7 60% 50% Leading from the top with a diverse Board of Directors are racially and ethnically diverse are women 8 Overall, we continued to invest at an even higher level than ever before.",1
198,"We have selected three of our BaBW commitments to be included as long-term incentive performance measures: carbon emissions reduction, water efficiency and percentage of women at senior manager level.",1
199,"INTR O D u C TI O N Company’s financial framework mirrors the company’s ambition for improved performance and reflects increased accountability, transparency and speed in decision making.",0
200,"These assumptions are used to determine the projected benefit obligation at the year end and hence the surpluses and deficits recorded on the group's balance sheet, and pension and other post-retirement benefit expense for the following year.",0
201,"The Company continuously reviews representation, pay, and promotion among associates with diverse backgrounds, including those in senior leadership positions.",1
202,Company continuously monitors existing and emerging environmental issues and regulations across the globe to ensure awareness and compliance and to prepare the business for future changes.,0
203,One fatal accident was a road traffic accident and one occurred during renovation work.,0
204,"At Company we strive to conduct our business in a responsible way, respecting the human rights of our workers and everyone we come into contact with.",1
205,"Based on our understanding of the Group and industry, we identified that the principal risks of non-compliance with laws and regulations related to patent protection, product safety (including but not limited to the US Food and Drug Administration regulation), anti bribery and competition law (including but not limited to the Foreign Corrupt Practices Act) and tax legislation, and we considered the extent to which non-compliance might have a material effect on the financial statements.",0
206,"We are committed to stay ahead to help our customers address the world’s energy challenges, transform industries to reach new levels of performance and embed sustainability, all to leave behind a world for future generations that is at least as healthy and prosperous as the one we inherited.",0
207,"Over the last decade, we have significantly reduced the accident frequency in our operations but we still see fatalities as a result of our business.",1
208,Social – Embrace Inclusion and Diversity Gender balance across senior management: Key performance indicator Baseline Measurement/units Key Definitions Scope Percentage of women in senior management N/A Percentage of women senior managers in the full senior management population (men – women – others) as of 31 December.,1
209,"In Switzerland, under the revised Swiss Federal Act on Gender Equality (GEA) that came into force last year, legal entities with more than analysis.",1
210,Bria’s supportive manager made sure that she felt comfortable talking with colleagues and pitching ideas.,0
211,"These action plans will focus on improving equal pay, but also on gender representation, opportunity for promotion and gender balance in management teams.",1
212,"They also have access to a vast and extensive health services network, available through our local partnerships and insured by qualified private health insurance companies.",1
213,"Last year, we also highlighted the need to improve gender diversity on the Board of Directors.",1
214,We also work to advocate for global healthcare policies that support the unique needs of the rare disease community.,0
215,"Information on how the Group has considered other factors, such as communities, is also set out in Contributing to society from page with our stakeholders on page 80.",1
216,"The Board views gender, nationality, cultural and ethnic diversity among Board members as important considerations when reviewing its composition, and has met the recommendations of the Hampton-Alexander and Parker Reviews.",1
217,"• The useful economic lives of the group’s refining assets may be shortened as society moves towards 'net zero' emissions targets and Company seeks to achieve its net-zero ambition, such that the depreciation charge is materially understated.",0
218,"Until Board and the Diversity Policy of the Supervisory Board, Executive Board and Executive Team stated that the Supervisory Board shall pursue that at least 30% of the seats shall be held by men and at least 30% by women.",1
219,"We also intend to disclose any amendments to our Code of Conduct, or waivers of our Code of Conduct on behalf of our Chief Executive Officer, Chief Financial Officer or Controller, on our website.",0
220,"Besides nature-based solutions, we looked into water saving tools and other infrastructure such as river education centres and rainwater harvesting systems to support the watershed.",0
221,"We further increased efforts to support mental health and well-being by introducing HEI-Life, a holistic framework to enable employees to thrive and to empower them to take care of themselves and others along the lines of professional, emotional, social and physical well-being.",1
222,"Therefore, the Company believes that the attraction,  retention,  and management of qualified talent representing diverse backgrounds, experiences, and skill sets - and fostering a diverse, equitable and inclusive work environment - are integral to its success in advancing the Company’s strategies and key business priorities and avoiding disruptions in the business.",1
223,Strategy is to create leadership capacity to drive zero fatal accidents and serious injuries at work shifting our focus from an accident-based approach to building capacity for identifying and mitigating potential risks.,1
224,"We embrace the unique skills, insights, and experiences held by individuals with both seen and unseen disabilities and are committed to creating a supportive culture by providing reasonable accommodations during the interview/hiring process that continue as needed throughout employees’ careers and development within Company.",1
225,"On behalf of the Compensation Committee, I thank you for your continued trust in Company and for your consistently supportive feedback.",0
226,"> Discussions took place with key stakeholders, e.g. regulators, policy makers, patient groups and the medical community to inform strategy, clinical development and how to best address unmet needs.",0
227,We started conducting human rights risk assessments and action planning workshops in 2016.,1
228,"Operational and compliance failures, deficiencies in our control environment or an inability to maintain an ethical workplace and high standards of business conduct can expose us to reputational and legal risks as well as fines, civil money penalties or payment of damages and can lead to diminished business opportunities and diminished ability to expand key operations.",1
229,"• Annual grant of performance shares, representing the maximum outcome: 450% of salary for the CFO.",0
230,– The accompanying company financial statements give a true and fair view of the financial position of Company N.V. as at with Part 9 of Book 2 of the Dutch Civil Code.,0
231,"Fair wage: A wage that supports a decent standard of living for employee and his/her family and is reasonable for the type of work done and sufficient to meet employees’ basic needs for food, shelter, education for their children and some discretionary income.",1
232,The GNC is also responsible for maintaining an orientation program for new Board members and an ongoing education program for existing Board members.,0
233,"All factories that we partner with are contractually required to adhere to the Company’s Vendor Code of Conduct, go through social audits which include on-site walk-throughs to appraise the physical working conditions and health and safety practices, and review payroll and age documentation.",1
234,"See “A major information or cyber security incident or an increase in fraudulent activity could lead to reputational damage to our brand and material legal, regulatory and financial exposure, and could reduce the use and acceptance of our cards” under “Risk Factors” for additional information.",0
235,South Africa recovered well against two further alcohol sales bans and social unrest in July.,0
236,We would like to express our deepest condolences to the family and friends of those who died in this tragic event.,0
237,Retail investors In May we held our annual event for retail investors in conjunction with the UK Shareholders’ Association (UKSA) and the UK Individual Shareholders Society.,0
238,This programme was successfully delivered during to participate and hear the views of a wide range of workforce members.,1
239,"From strategy to implementation Last year, we began implementing our a low-carbon society.",0
240,"• If a government client discovers improper or illegal activities in the course of audits or investigations, we may become subject to various civil and criminal penalties, including those under the civil U.S. False Claims Act, and administrative sanctions, which may include termination of contracts, forfeiture of profits, suspension of payments, fines and suspensions or debarment from doing business with other agencies of that government.",0
241,Adherence to the Code of Conduct is required at all times and the Board actively promotes a culture of quality and integrity.,1
242,"In several jurisdictions in the US, Company has been named as a defendant in lawsuits involving plaintiffs claiming physical injury, including Fournier’s Gangrene and necrotising fasciitis, from treatment with Farxiga and/or Xigduo XR.",0
243,"As a result, the vesting of the LTI grant for performance period 2019-2021will be equal to 71% of the vesting at target level.",0
244,"It increases motivation, workforce cohesion, productivity and quality and reduces the cost of health and safety incidents over time.",1
245,She felt empowered to own her projects and benefited from a supportive learning environment.,1
246,"Apart from his family, his Company colleagues provided a strong support system at that tough time.",1
247,All surpluses and deficits recognized on the group balance sheet in respect of pension and other post-retirement benefit plans are allocated to Other businesses and corporate.,0
248,"In addition to the financial assumptions, we regularly review the demographic and mortality assumptions.",0
249,"The sale of apparel, personal care products and accessories for men, women and kids is a highly competitive business with numerous participants, including individual and chain specialty apparel retailers, local, regional, national and international department stores, discount stores and online-exclusive businesses.",0
250,Our code of conduct explicitly prohibits engaging in bribery or corruption in any form.,1
251,"Where an individual is appointed to the Executive Board through internal promotion or following a corporate transaction (e.g. an acquisition), the Board retains the ability to honour any legally binding legacy arrangements agreed prior to the appointment.",0
252,We aim to significantly improve our safety performance by executing major risk reduction programmes for each of these risks.,1
253,The provisions of the law on the reassignment of responsibility for nuclear waste disposal stipulate that accountability for the shutdown and dismantling of the assets in Germany as well as for packaging radio active waste remains with the companies.,0
254,"We described our thinking in last year’s report, and signalled that the was likely to be the first of two adjustments to move Murray’s base salary to be more in line with that of his predecessor.",0
255,Our code of conduct is based on our values and sets clear expectations for how we work at Company.,0
256,"Today women make up Team, 30% of all management positions and 40% of brewery managers across Vietnam as we continue on the path to full gender balance.",1
257,"supplementary information http://www.Company.com http://www.Company.com/sustainability Our commitment to climate change The COVID-the need to build resilience across society, economies and healthcare systems globally.",0
258,"Environmental, social and governance (ESG) matters and remuneration Company continues to demonstrate significant commitment to ESG matters, not only through the purpose and net zero ambition announced with our new strategy in 2020, but also through the use of relevant measures in the scorecards for annual bonus and long-term incentive plans.",1
259,"Creating a diverse and inclusive workforce in Vietnam We are cultivating an inclusive workforce in Vietnam to enhance adaptiveness and resilience by bringing together a diverse pool of knowledge, experience and skill sets.",1
260,"Failure of the Company, our subsidiaries, colleagues, contractors or agents to comply with the FCPA, the UK Bribery Act and other similar laws can expose us and/or individual colleagues to investigation, prosecution and potentially severe criminal and civil penalties.",0
261,"At the same time, we contributed to the health of society and the planet, notably in our efforts to tackle the biggest public health crisis of our lifetime and reduce our carbon footprint.",1
262,Further information on our ESG goals and accomplishments can be found in our Sustainability Report and in the separate Non-financial Report in accordance with Section German Commercial Code.,1
263,"Our EverGreen ambition requires us to unleash the full potential of our people, attract the best diverse talent and grow them to their full potential.",1
264,"In the first half of practitioners through support to virtual and hybrid meetings, fostering a culture of lifelong learning by supporting the delivery and the management of digital learning, and standardising and automating adverse events reporting, product quality complaints and medical information requests.",0
265,Fatal accidents (as disclosed on page Community impact 15.,0
266,We are determined to play our part by embracing fairness and inclusion in our operations and supply chain.,1
267,Respecting human rights in high-risk contexts We recognise that we may face human rights dilemmas in countries that are politically less stable or where human rights are compromised.,1
268,"Vermont US Attorney Investigation In the US, in April Civil Division, seeking documents and information relating to Company’s relationships with electronic health-record vendors.",0
269,"Our core focus remains to continue building a strong, diverse talent pipeline with an employeecentric mindset.",1
270,"The Company continues to expand its international brand reach, create brand awareness and develop local expertise through various wholesale, franchise, and licensing arrangements.",0
271,"Our commitment is reflected in the fact that each dimension is sponsored by a member of our Group Executive Committee, with our CEO Björn Rosengren being the sponsor for gender diversity.",1
272,People Core metrics Disclosures Health and well-being continued The number and rate of fatalities as a result of work-related injury The number and rate of fatalities as a result of work-related injury; high-consequence work-related injuries (excluding fatalities); recordable work-related injuries; main types of work-related injury; and the number of hours worked.,1
273,"Action plans include for example, embedding structural checks and controls in all our processes involving pay decisions to ensure these decisions do not unfairly discriminate and are gender neutral.",1
274,"Our integrated payments platform allows us to analyze information on Card Member spending and build algorithms and other analytical tools that we use to underwrite risk, reduce fraud and provide targeted marketing and other information services for merchants and special offers and services to Card Members, all while respecting Card Member preferences and protecting Card Member and merchant data in compliance with applicable policies and legal requirements.",0
275,"We take a holistic approach to well-being, providing resources that address the physical, financial and emotional health of our colleagues.",1
276,"Legislators and regulators in the United States and other countries in which we operate are increasingly adopting or revising privacy, data protection, data governance, account access and information and cyber security laws, including data localization, authentication and notification laws.",0
277,"While demographic and other changes are driving an increased demand for healthcare, continued advances in science and digital technologies are driving innovation and improvements in healthcare.",0
278,"As such, there is some uncertainty as to whether the courts of Ireland would recognize or enforce judgments of U.S. courts obtained against us or our directors or officers based on U.S. federal or state civil liability laws, including the civil liability provisions of the U.S. federal or state securities laws, or hear actions against us or those persons based on those laws.",0
279,"I spoke with the majority of Company’s largest investors, who remain overwhelmingly supportive of our Executive Directors and the Company’s strategic ambition.",0
280,These include the rights of our workforce and those living in communities potentially affected by our activities.,1
281,"The importance of diversity is described in the Diversity Policy of the Supervisory Board, Executive Board and Executive Team, which considers the elements of a diverse composition in terms of nationality, gender, age and background including expertise and experience.",1
282,"Cash flows after the first growth rate equal to the expected 30-year compounded average inflation, in order to calculate the terminal recoverable amount.",0
283,• Implementing the Board’s diversity policy which is described below (including considering the gender balance of senior management and their direct reports).,1
284,"We expect and encourage our contractors and their employees to act in a way that is consistent with our code of conduct and take appropriate action if those expectations, or their contractual obligations, are not met.",1
285,"business practices, privacy and data protection, management, workplace culture, merchant acceptance, financial condition, response to political and social issues or catastrophic events (including our response to the COVID- 27 disasters) and other subjective qualities.",0
286,"This could result in the loss or misuse of data or sensitive information, including employees’ and customers’ personal data, injury to people, disruption to our business, harm to the environment or our assets, legal or regulatory breaches, legal liability and significant costs including fines, cost of remediation or reputational consequences.",0
287,His skill set further diversifies and strengthens the overall demographic and attributes of the board.,0
288,"They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning.",1
289,"– The global people strategy, including succession planning and talent management.",0
290,"Tragically though, we lost a colleague in a fatal accident at our Castellón refinery in Spain, and a cyclist in the UK died in an accident with one of our contractors’ road tankers.",0
291,The measurement date used for the Company’s employee benefit plans is December 31.,0
292,"This programme will support our goal to increase the proportion of women in leadership roles across our business, and particularly within technology.",1
293,"from food, housing and education to healthcare, transportation and some discretionary income and savings.",0
294,"During feedback session with members of two BRGs focused on ethnic minority groups, the USAAN (US-based ‘African American Network’) and the PEN (UK-based ‘Positively Ethnic Network’).",1
295,"Address harmful use Harmful drinking is damaging to individuals and the people around them as well as to society, our industry and our reputation.",1
296,"This means achieving gender balance at senior levels, paying all Company employees a fair wage and ensuring fair living and working standards for third-party employees and brand promoters.",1
297,"With our leading technologies and talented people, we are confident that Company will continue to go from strength to strength while living up to the expectations of its stakeholders and making a valuable contribution to a more sustainable society.",1
298,"We work with local and global partners to raise awareness and offer training, screening and reducedcost treatment, as applicable.",1
299,"> Ethics and transparency: we seek to create positive societal impact and embed ethical behaviour in all our business activities, markets and value chain.",1
300,"The Supervisory Board notes that, in its opinion, gender is only one element of diversity, and that experience, background, knowledge, skills and insight are equally important and relevant criteria in selecting new members as is also reflected in its profile.",1
301,"To address this risk, we have launched an internal well-being programme.",1
302,"Nevertheless, it is not possible to rule out a lack of availability of IT infrastructure or a breach in data security.",0
303,"For example, UNLEASH is a new talent management programme launched in Africa, Middle East & Eastern Europe (AMEE) region.",0
304,"The Executive Director Global Audit has direct access to the Audit Committee, primarily through its Chairperson.",0
305,"The Group’s Human Resources dashboard allows data at all locations, including key metrics such as employee age, gender, ethnicity, and length of service.",0
306,"We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes.",1
307,"So far, we have identified fair wage gaps for our direct employees in seven operating companies and already closed these gaps in the majority of them.",1
308,There are annual performance evaluations to ensure employee development is aligned with business goals and we empower managers to recognise individual successes throughout the year.,0
309,"Our sustainability approach Our ambition is to harness the power of science and innovation in ways that have a positive impact on society, patients, healthcare systems and the environment, through actions for the long term.",1
310,"We actively encourage everyone to Speak Up when they have questions or concerns about potential misconduct such as fraud, discrimination, harassment or corruption, also anonymously.",1
311,"The people and governance committee reviews workforce policies and practices and their alignment with Company’s strategy, purpose, values and culture and conducts workforce engagement measures.",1
312,"Various regulators, U.S. states and territories are considering similar requirements or have adopted laws, rules and regulations pertaining to privacy and/or information and cyber security that may be more stringent and/or expansive than federal requirements.",0
313,We would like to extend our deepest condolences to his family and friends.,0
314,"Communication of policy commitments: workers and external stakeholders Our Code of Business Conduct, Human Rights Policy and Supplier Code are available in all relevant languages (around information is accessible to intended audiences.",1
315,"Aim and wellbeing of our employees, contractors and local communities.",1
316,"These laws and regulations include, but are not limited to: trade, transportation and logistic laws, including tariffs and import and export regulations; tax laws and regulations; product and consumer safety laws; anti-bribery and corruption laws; employment and labor laws; antitrust or competition laws; data privacy laws; and environmental regulations.",0
317,"As would be expected from an international business, ethnic diversity varies between the Group’s office locations.",1
318,"Such data could be wrongfully accessed or used by employees, customers, suppliers or third parties, or lost, disclosed or improperly processed in breach of data protection regulations.",0
319,"Our unique culture places significant emphasis on empowering employees, together with an overarching focus on wellbeing.",1
320,Awareness and focus on human rights risks has increased significantly throughout the last three years.,1
321,"In addition, the Remuneration Committee discussed and prepared a revision of the Remuneration Policy for the Executive Board to include ESG-related performance measures in the Long-term incentive plan (LTIP).",1
322,This analysis includes actual employee population and salary details in an operating company.,0
323,"The evaluation identified the need for continued education and briefing sessions to develop further Board members’ knowledge and understanding of rare diseases and Alexion, Company Rare Disease, acknowledging that the appointment of two new Board members from Alexion during underpin the Board’s level of expertise in this area.",0
324,"– Sustainable volume: measured in accordance with the Sustainable Agriculture Initiative (SAI): The efficient production of safe, high quality agricultural products, in a way that protects and improves the natural environment, social and economic conditions of farmers, their employees and local communities, and safeguards the health and welfare of all farmed species.",1
325,"However, when changes in base salary are considered, broader factors are taken into account, including but not limited to the individual and business performance and the internal pay relativities.",1
326,We take every opportunity to raise awareness and keep our employees engaged through continuous communications on our responsible business conduct principles.,1
327,Third-party vendors fail to comply with our Vendor Code of Conduct or any third parties with which we have a business relationship with fail to represent our brands in a manner consistent with our brand image.,0
328,"The Company is committed to providing a safe working environment for our people, as well as supporting our people in achieving and maintaining their health and well-being goals.",1
329,"Having said that, we are cognisant of the Parker Review recommendations regarding ethnic diversity and will also take these considerations into account in our future appointments The Board is pleased to confirm that it has achieved the Hampton-Alexander Review target of on the Board.",1
330,"Any errors, failures or delays in complying with AML and counter-terrorist financing laws, perceived deficiencies in our AML programs or association of our business with money laundering, terrorist financing, tax fraud or other illicit activity can give rise to significant supervisory, criminal and civil proceedings and lawsuits, which could result in significant penalties and forfeiture of assets, loss of licenses or restrictions on business activities, or other enforcement actions.",0
331,"If this net revenue reduction was solely due to reductions in oil prices in isolation, it reflects an indicative decrease in the carrying amount of using price assumptions for Brent oil broadly in the middle of the range of prices associated with a pre-publication version (see page the World Business Council for Sustainable Development (WBCSD) 'family' of scenarios considered to be consistent with limiting global average temperature to 1.5°C above pre-industrial levels.",0
332,"Increasing our focus on parity, Company® announced several upcoming sponsorships of women's sports, including UEFA Women's Football and the Formula 1 W Series.",1
333,"In the normal course of the group’s business, Company group entities are subject to legal and regulatory proceedings arising out of current and past operations, including matters related to commercial disputes, product liability, antitrust, commodities trading, premises-liability claims, consumer protection, general health, safety, climate change and environmental claims and allegations of exposures of third parties to toxic substances, such as lead pigment in paint, asbestos and other chemicals.",0
334,"As the availability of quality (emergency) health care services varies across the large number of countries and regions in which we operate, ensuring access to quality medical care to our national and international employees and their family members remains a priority.",1
335,"Form Furthermore, the global regulatory environment is increasingly complex and demanding with frequent new and changing requirements surrounding , information security and privacy, including the China Cybersecurity Law, the California Consumer Privacy Act, and the European Union’s General Data Protection Regulation.",0
336,Recent health trends may lead to an increased risk of consumers making claims.,0
337,"By calibrating the WBCSD Scenario Catalogue underpinning our strategic planning (for example, oil price or EV demand/utilization), we were able to model the impact of each variable across the full range of scenarios and each scenario family, on associated 2030 expected earnings (adjusted EBITDA) for the business area(s) with which that variable was associated.",0
338,"Reporting on sustainability We updated our sustainability materiality assessment process in our sustainability frame as well as external developments related to sustainability and environmental, social and governance (ESG) issues.",1
339,See the section 'Foundation – Respecting human rights' for more detail on our Supplier Risk management programme.,1
340,"> Contribution to society – their delivery across access to healthcare, environmental protection, ethics and transparency to lead in sustainability.",1
341,"Digital and cyber security risk: including user access controls, misuse of information and systems and disruption of business activity.",0
342,"The board, as a whole, is supportive of the group’s employee-led business resource groups (BRGs) which centre around specific themes including, among others, ethnicity, sexual orientation, working parents and people with disabilities.",1
343,"> Taking bold action on climate, recognising the interconnection between the health of people, society and our planet.",1
344,Company has established ‘Put Safety First’ as its top priority for employees and contractors at all levels.,1
345,"• Our analysis supports our view that our strategy is resilient to a range of climaterelated oil price scenarios including those consistent with well-below outcomes.a Having identified that oil price associated with the most extreme cases of the family of 1.5°C scenarios was the only variable with the potential to have financial impacts of sufficient materiality to potentially impact the resilience of our strategy, we then considered the resilience of our strategy to this potential downside.",0
346,"The safety strategy focuses on implementing programmes, processes and tools to address key risks including road safety, contractor safety as well as developing strong health and safety leadership and culture.",1
347,Our stance on political activity is defined in our code of conduct.,1
348,"With social impact, we want to make a positive difference for communities based on what matters most for that community.",1
349,"Two of the four main board committees are chaired by a female director, one of whom holds the position of senior independent director.",1
350,"Listening to our employees We treat people equally and fairly and employ, reward and promote, based on the principle of equal opportunity.",1
351,"In partnership with its customers and associates, the Company is proud to support community partners with a focus on youth mental health and wellness, diversity, equity and inclusion and environmental advocacy.",1
352,"As a result, the assumptions used to value the liabilities for the Group’s main retirement benefit obligations are updated every quarter.",0
353,"Our commitments We include targets on our global scorecard to increase representation of women in leadership positions, as well as to increase the percentage of leaders from Emerging Markets and Japan that report into our Senior Executive Team (SET).",1
354,"With the appointment of Aradhana Sarin as CFO, there are five women on our Board (total).",1
355,"Benefits consist primarily of retirement, insurance and healthcare plans that are designed to provide a reasonable level of support for the employees and their dependants in case of retirement, disability or death.",1
356,"Female promotions target Female promotions as a percentage of total annual promotions, with a target of 50% compared to the 2021 baseline of 39%.",1
357,A new cultivation protocol has been piloted by two farms to produce barley with a lower environmental footprint without reducing farmers’ income or product quality.,0
358,The Code is regularly reviewed and updated as necessary to ensure it reflects the highest standards of behaviour and professionalism necessary to maintain confidence in the Group's integrity.,0
359,"Sustainable aviation fuel (SAF) is expected to play a critical part in decarbonizing this sector and we are working at pace to promote SAF availability, accessibility and affordability.",1
360,The Articles of Association provide entitlement to the directors’ pensions and death and disability benefits to the directors’ relations and dependants respectively.,0
361,The Board considered: investors; communities; employees; governments; regulators; patients; the impact of the Company’s operations on the community and environment; the long-term success of the Company; and maintaining high standards of business conduct.,1
362,"As always, our priority is the safety and wellbeing of our colleagues, and we are also taking steps to back our impacted customers and communities.",1
363,"Difficulty accessing debt and equity capital on attractive terms, or at all, and a severe disruption and instability in the global financial markets or deterioration in credit and financing conditions may affect our access to capital necessary to fund business operations or address maturing liabilities.",0
364,– Assessment: Evaluation of possible pay gap per employee per operating company in scope.,1
365,We will use the findings to raise awareness among our suppliers on potential water risks and develop programmes to manage them in the coming years.,0
366,The table below illustrates life expectancy assumptions at age expected to retire in 2041 (2020: 2020 and 2040 respectively).,0
367,By the end of have a social impact initiative signed-off and have started implementation.,1
368,"Variable compensation is provided through short-term and long-term incentives based on strategic, financial and ESG objectives, recognizing Group, Business Area and Corporate Function performance as well as individual performance.",1
369,Our activities are focused on healthcare in the community and supporting science education.,1
370,"We use a global cybersecurity framework and a global cybersecurity community to address confidentiality, integrity and availability risks.",0
371,Our aim is to ensure that the employees at our sites leave work at the end of each day as healthy as when they arrived.,1
372,"Contributing to society by improving access to healthcare, environmental protection, and ethics and transparency, as well as delivering our Ambition Zero Carbon programme.",1
373,"However, there is more to be done across all these areas to better manage the Group’s governance and its impact on the environment and society (generally referred to as ESG) in order to support the Group’s long-term, sustainable growth plans.",1
374,"Percentage of employees per employee category, by age group, gender and other indicators of diversity (e.g. ethnicity).",0
375,"(a) Represents mortgage-backed securities guaranteed by Fannie Mae, Freddie Mac or Ginnie Mae. (b) Represents investments in Corporate debt securities and debt securities issued by Community Development Financial Institutions.",0
376,"Through our Positive Sourcing Programme, we promote ethical behaviour among our suppliers.",1
377,"We reinforced our commitment to ethical behaviour through our of Ethics training, which was delivered to relevant employees and third parties.",1
378,"By understanding patients’ unique needs, we can research and develop innovative medicines, support access and advocate for the rare disease community.",0
379,"Discrimination against Company cards could have a material adverse effect on our business, financial condition and results of operations, particularly where it only or disproportionately impacts credit card usage or card usage generally, our Card Members or our business.",0
380,"The contractual terms of the hybrid bonds allow the group to defer coupon payments and the repayment of principal indefinitely, however their terms and conditions stipulate that any deferred payments must be made in the event of an announcement of an ordinary share or parity equity dividend distribution or certain share repurchases or redemptions.",0
381,One is gender equality when filling leadership roles within the company.,1
382,The Company also provided associates with access to vaccinations by hosting multiple vaccine and booster clinics for global home office and distribution center associates.,1
383,"The actuarial calculations are made by external actuaries based on inputs from observable market data, such as corporate bond returns and yield curves to determine the discount rates used, mortality tables to determine life expectancy and inflation numbers to determine future salary and pension growth assumptions.",0
384,"In addition, if we are unable to attract and retain talent at the associate level without adequate succession plans, our business could be adversely impacted as competition for such qualified talent is intense, and we cannot be sure we will be able to attract, retain and develop a sufficient number of qualified individuals in future periods.",0
385,– Equal pay for equal work between female and male colleagues.,1
386,"Such meeting shall be held within eight weeks of the request and shall deal with the subjects as stated by those who wish to hold the meeting, failing which the shareholders may seek judicial leave to call a general meeting.",0
387,"The Customer Safety and Due Diligence department are trained to consider a customer’s age across all of its customer risk profiling, ensuring enhanced protection and care for younger customers.",1
388,Our employees want to know they are part of a business that cares about their wellbeing and supports their professional development.,1
389,"These were mostly digital meetings, but the gradual lifting of lockdown restrictions opened opportunities to visit Company’s new EV charging infrastructure on London’s Park Lane, colleagues in front-line roles during a visit to Aberdeen, and representatives from the local community surrounding our proposed low carbon hydrogen projects on Teesside in England.",0
390,"Cyber security The severity, sophistication and scale of cyber attacks continues to evolve.",0
391,These factors also explain the slight decrease in the share of women in management positions.,1
392,"Base salary Every year, peer group and base salary levels are reviewed, and the Remuneration Committee may propose adjustments to the Supervisory Board.",0
393,"While the board aspires to achieve gender parity, progress against diversity targets is sensitive to the size of the board.",1
394,"To do so, we must offer a brand portfolio that stands out and is impactful in today's society.",1
395,Provision is made for employees’ long service leave and annual leave entitlements not expected to be settled wholly within after the end of the annual reporting period in which the employees render the related service.,0
396,"During the year, as part of our focus on diversity and talent development we launched our inaugural SheLeads development programme for women at feedback from the initial participants.",1
397,Growing our female talent pool Achieving our commitment on gender balance among senior management will require a strong pipeline of talents.,1
398,"We are confident that all male and female colleagues are paid equally for comparable roles, and that all our colleagues have the same opportunities for progression and development.",1
399,„ Earned a top ESG rating in the 2021 GRESB® assessment.,1
400,"Priority Ethics and transparency Ensuring ethical, open and inclusive behaviour across our organisation and value chain.",1
401,"Our commitments are raising the bar on climate action, accelerating efforts to support the social agenda and driving our brands to be more ambitious in ensuring consumers around the world always have a zero alcohol choice while promoting moderate consumption of alcohol.",1
402,The Group also introduced new game design features across its full range of slots content in line with a new industry code of conduct aimed at reducing the risks associated with gambling.,1
403,Pensions and other post-retirement benefit assumptions are reviewed by management at the end of each year.,0
404,"Human Rights Audits We have now conducted including four in 2021, in Haiti, Hungary, the US and Papua New Guinea.",1
405,"Engaging, inspiring and mobilising our entire global workforce will be key to delivering our Brew a Better World strategy and their input has helped shape our commitments.",0
406,"The Committee also discussed the monitoring, review, education and improvements made to support assurance that the risk of modern slavery and human trafficking is eliminated, to the fullest extent practicable, from Company’s supply chain.",1
407,"Company’s Electrification Business Area is meeting growing demand for safe, smart and sustainable electrification by tackling some of society’s greatest challenges.",0
408,"• Murray’s salary to increase by to £800,000 from the annual general meeting, see further details on page 117.",0
409,Lost Time Accident Frequency (per 1 Company personnel fatalities: 1 in Mexico.,0
410,A percentage of the CEO's salary and associate costs are capitalised in line with the Company's policy for capitalising costs directly relating to pre-feasibility and exploration.,0
